decision_id,decision_date,year,document_category,topic_cluster,topic_label,topic_subtitle,sanction_strength,monetary_amount,factor_고유식별정보_포함_여부,factor_고의_또는_중과실,factor_공표_또는_시정명령_여부,factor_국외이전_고지_동의_여부,factor_금전_제재_여부,factor_내부통제_및_안전조치_수준,factor_동의_적법성,factor_민감정보_포함_여부,factor_반복성,factor_사후_시정_노력,factor_수집_이용_목적_명확성,factor_위반_기간,factor_정보주체_규모,factor_제3자_제공_또는_위탁_구조,factor_피해_발생_또는_위험_발생,outcome_high_sanction,outcome_has_fine,outcome_has_publication,outcome_has_correction,outcome_has_recommendation,outcome_data_request_allowed,outcome_data_request_denied
2099,2023-02-06,2023,privacy_impact_review,24.0,국토교통 법령 개인정보 침해평가,건설·교통·공간정보 분야 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,2022-03-23,2022,privacy_impact_review,37.0,보건복지 법령 개인정보 침해평가,사회복지·연금·의료 관련 법령 개정안의 개인정보 침해요인 평가,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2101,2023-02-06,2023,privacy_impact_review,40.0,아동·청소년 법령 개인정보 평가,아동·청소년 보호 법령 개정안 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2103,2023-02-06,2023,privacy_impact_review,9.0,국방·병역 법령 개인정보 평가,군사·병역 관련 법령 개정안의 개인정보 침해요인 평가,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2105,2023-02-06,2023,privacy_impact_review,9.0,국방·병역 법령 개인정보 평가,군사·병역 관련 법령 개정안의 개인정보 침해요인 평가,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2107,2023-01-30,2023,privacy_impact_review,12.0,국가보훈 법령 개인정보 평가,보훈·국립묘지 관련 법령 개정안 개인정보 침해요인 평가,1,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2109,2023-01-30,2023,privacy_impact_review,12.0,국가보훈 법령 개인정보 평가,보훈·국립묘지 관련 법령 개정안 개인정보 침해요인 평가,1,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
211,2019-05-13,2019,other,7.0,공공기관 CCTV 영상정보 목적외 이용·제공,행정·치안 목적 공공 영상정보처리기기 운영 및 제3자 제공 적법성,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
2111,2023-01-30,2023,privacy_impact_review,13.0,국가유공자 예우법령 개정 평가,유공자 예우 관련 법령 개정안 개인정보 침해요인 평가,1,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2113,2022-11-30,2022,other,11.0,공공기관 민감·고유식별정보 처리,공공기관의 직무수행을 위한 민감정보 및 고유식별정보 처리 사안,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2115,2023-01-30,2023,privacy_impact_review,11.0,보훈법령 개인정보 침해요인 평가,제대군인·고엽제·전사자유해 관련 법령 개정안 평가,1,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2117,2023-01-30,2023,privacy_impact_review,12.0,국가보훈 법령 개인정보 평가,보훈·국립묘지 관련 법령 개정안 개인정보 침해요인 평가,1,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2119,2023-01-30,2023,privacy_impact_review,10.0,유공자예우법령 개인정보 평가,참전·특수임무유공자 예우법 개정안 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2121,2023-01-30,2023,privacy_impact_review,15.0,조세·세무 법령 개인정보 침해평가,국세·관세 등 조세 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2123,2023-01-30,2023,privacy_impact_review,15.0,조세·세무 법령 개인정보 침해평가,국세·관세 등 조세 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2125,2023-01-30,2023,privacy_impact_review,15.0,조세·세무 법령 개인정보 침해평가,국세·관세 등 조세 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2127,2023-01-30,2023,privacy_impact_review,15.0,조세·세무 법령 개인정보 침해평가,국세·관세 등 조세 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2129,2023-01-30,2023,privacy_impact_review,15.0,조세·세무 법령 개인정보 침해평가,국세·관세 등 조세 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
213,2019-05-13,2019,other,8.0,공공기관 목적 외 이용·제공,공공기관의 개인정보 목적 외 이용 및 제3자 제공 심의,0,,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2131,2022-12-28,2022,privacy_impact_review,24.0,국토교통 법령 개인정보 침해평가,건설·교통·공간정보 분야 법령 개정안의 개인정보 침해요인 평가,1,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2133,2022-12-28,2022,privacy_impact_review,30.0,방송·통신 분야 시행령 평가,정보통신·방송·우편 관련 하위법령 개인정보 침해요인 평가,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2135,2022-12-28,2022,privacy_impact_review,15.0,조세·세무 법령 개인정보 침해평가,국세·관세 등 조세 관련 법령 개정안의 개인정보 침해요인 평가,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2137,2022-12-28,2022,privacy_impact_review,15.0,조세·세무 법령 개인정보 침해평가,국세·관세 등 조세 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2139,2022-12-28,2022,privacy_impact_review,29.0,연구·데이터·SW법령 침해평가,연구개발·데이터·SW 관련 법령 개정안 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2141,2023-01-18,2023,privacy_impact_review,9.0,국방·병역 법령 개인정보 평가,군사·병역 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2143,2023-01-18,2023,privacy_impact_review,-1.0,,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2145,2023-01-18,2023,privacy_impact_review,12.0,국가보훈 법령 개인정보 평가,보훈·국립묘지 관련 법령 개정안 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2147,2023-01-18,2023,privacy_impact_review,13.0,국가유공자 예우법령 개정 평가,유공자 예우 관련 법령 개정안 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2149,2023-01-18,2023,privacy_impact_review,10.0,유공자예우법령 개인정보 평가,참전·특수임무유공자 예우법 개정안 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
215,2019-04-08,2019,other,7.0,공공기관 CCTV 영상정보 목적외 이용·제공,행정·치안 목적 공공 영상정보처리기기 운영 및 제3자 제공 적법성,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
2151,2023-01-18,2023,privacy_impact_review,11.0,보훈법령 개인정보 침해요인 평가,제대군인·고엽제·전사자유해 관련 법령 개정안 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2153,2023-01-18,2023,privacy_impact_review,10.0,유공자예우법령 개인정보 평가,참전·특수임무유공자 예우법 개정안 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2155,2023-01-18,2023,privacy_impact_review,11.0,보훈법령 개인정보 침해요인 평가,제대군인·고엽제·전사자유해 관련 법령 개정안 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2157,2023-01-30,2023,privacy_impact_review,12.0,국가보훈 법령 개인정보 평가,보훈·국립묘지 관련 법령 개정안 개인정보 침해요인 평가,1,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2159,2023-01-30,2023,privacy_impact_review,13.0,국가유공자 예우법령 개정 평가,유공자 예우 관련 법령 개정안 개인정보 침해요인 평가,1,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2161,2023-01-30,2023,privacy_impact_review,13.0,국가유공자 예우법령 개정 평가,유공자 예우 관련 법령 개정안 개인정보 침해요인 평가,1,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2163,2023-02-22,2023,privacy_impact_review,42.0,법무·사법 법령 침해평가,사법·수사·교정 분야 법령안 개인정보 침해요인 평가,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2165,2023-02-22,2023,privacy_impact_review,26.0,농림축산식품 법령 개인정보 평가,농업·농촌·식품 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2167,2023-02-22,2023,privacy_impact_review,38.0,중소기업·산업진흥 법령 개인정보 평가,중소기업·벤처·산업육성 법령안의 개인정보 침해요인 평가,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2169,2023-02-22,2023,privacy_impact_review,4.0,환경 분야 법령 개인정보 침해평가,대기·수질·소음 등 환경 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
217,2019-03-11,2019,other,8.0,공공기관 목적 외 이용·제공,공공기관의 개인정보 목적 외 이용 및 제3자 제공 심의,0,,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
2171,2023-02-22,2023,privacy_impact_review,14.0,특허·상표법령 개인정보 침해평가,지식재산 관련 법령 개정안의 개인정보 침해요인 평가 결정,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
2173,2023-02-22,2023,privacy_impact_review,5.0,원자력·방사선 법령 개인정보 평가,원자력안전·방사선 관련 법령 제·개정안의 개인정보 침해요인 평가,1,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2175,2023-02-22,2023,privacy_impact_review,37.0,보건복지 법령 개인정보 침해평가,사회복지·연금·의료 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2177,2023-02-22,2023,privacy_impact_review,45.0,의약·약사 법령 개인정보 평가,약사·의약품·마약류 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2179,2023-01-11,2023,enforcement,11.0,법규위반 복합 시정조치,유출·동의·안전조치 등 복합 위반에 대한 시정조치,4,10000000.0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0
2181,2023-01-11,2023,enforcement,-1.0,,,4,3000000.0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
2183,2023-02-22,2023,data_provision_request,2.0,공공기관 간 목적외 제공 요청,행정·복지·안전 업무 위한 보유 개인정보 제공 심의,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2185,2023-02-22,2023,data_provision_request,2.0,공공기관 간 목적외 제공 요청,행정·복지·안전 업무 위한 보유 개인정보 제공 심의,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2187,2023-02-08,2023,data_provision_request,3.0,공공기관 간 목적 외 개인정보 제공,행정·단속·조사 목적의 보유 개인정보 제공 요청 심의,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2189,2023-03-08,2023,privacy_impact_review,3.0,산림·자연 법령 개인정보평가,산림·야생생물·공원 관련 법령 개정안 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
219,2019-01-28,2019,other,7.0,공공기관 CCTV 영상정보 목적외 이용·제공,행정·치안 목적 공공 영상정보처리기기 운영 및 제3자 제공 적법성,0,,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
2193,2023-03-08,2023,privacy_impact_review,4.0,환경 분야 법령 개인정보 침해평가,대기·수질·소음 등 환경 법령 개정안의 개인정보 침해요인 평가,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2195,2023-03-08,2023,privacy_impact_review,22.0,해양수산 법령 개인정보 평가,해양·수산 관련 법령 제·개정안 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2197,2023-03-08,2023,privacy_impact_review,7.0,지방세·지방재정 법령 개인정보 평가,지방세 및 지방행정 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2199,2023-03-08,2023,privacy_impact_review,22.0,해양수산 법령 개인정보 평가,해양·수산 관련 법령 제·개정안 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2201,2023-03-08,2023,privacy_impact_review,4.0,환경 분야 법령 개인정보 침해평가,대기·수질·소음 등 환경 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2203,2023-03-08,2023,privacy_impact_review,4.0,환경 분야 법령 개인정보 침해평가,대기·수질·소음 등 환경 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2205,2023-03-08,2023,privacy_impact_review,18.0,자동차 관련 법령 개인정보 평가,자동차·도로 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2207,2023-03-08,2023,privacy_impact_review,17.0,공정거래·소비자보호 법령 개인정보 평가,공정거래 및 소비자보호 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2209,2023-03-08,2023,privacy_impact_review,5.0,원자력·방사선 법령 개인정보 평가,원자력안전·방사선 관련 법령 제·개정안의 개인정보 침해요인 평가,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
221,2019-05-13,2019,complaint_or_interpretation,0.0,공공기관 개인정보 처리 질의,공공부문 목적 외 이용·제공 및 고유식별정보 처리 적법성,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2211,2023-03-08,2023,privacy_impact_review,-1.0,,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2213,2023-03-08,2023,privacy_impact_review,33.0,고용·노동 법령 개인정보 침해평가,고용·노동 분야 법령 개정안의 개인정보 침해요인 평가 결과,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2215,2023-03-08,2023,privacy_impact_review,38.0,중소기업·산업진흥 법령 개인정보 평가,중소기업·벤처·산업육성 법령안의 개인정보 침해요인 평가,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
2217,2023-02-22,2023,privacy_impact_review,8.0,공무원 인사·복무 법령 침해평가,공무원 인사·윤리·징계·연금 관련 법령안 개인정보 침해요인 평가,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2219,2021-08-25,2021,enforcement,4.0,공공기관 개인정보 위반 시정조치,유출·안전조치 미흡 등 법규 위반에 대한 시정명령,1,,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
2221,2021-08-25,2021,enforcement,7.0,개인정보 종합 위반 시정조치,유출·동의·안전조치 등 복합 위반에 대한 시정명령,4,224000000.0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0
2223,2021-08-25,2021,enforcement,3.0,개인정보 법규 위반 시정조치,유출·동의·안전조치 등 복합 위반 시정,4,4483000000.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
2225,2023-02-08,2023,enforcement,10.0,개인정보 법규 위반 시정조치,유출·동의 위반 등 복합 위반에 대한 시정조치,4,3000000.0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0
2227,2023-02-08,2023,enforcement,10.0,개인정보 법규 위반 시정조치,유출·동의 위반 등 복합 위반에 대한 시정조치,4,1000000.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0
2229,2023-02-08,2023,enforcement,10.0,개인정보 법규 위반 시정조치,유출·동의 위반 등 복합 위반에 대한 시정조치,4,3000000.0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0
223,2019-04-08,2019,other,8.0,공공기관 목적 외 이용·제공,공공기관의 개인정보 목적 외 이용 및 제3자 제공 심의,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
2231,2023-02-08,2023,enforcement,5.0,개인정보 법규위반 시정조치,유출·동의위반·안전조치 미흡 등 복합 위반에 대한 시정 결정,4,9000000.0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0
2233,2023-03-22,2023,privacy_impact_review,31.0,소방·재난안전 법령 침해평가,소방·재난안전 분야 법령 제·개정안 개인정보 침해요인 평가,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2235,2023-03-22,2023,privacy_impact_review,22.0,해양수산 법령 개인정보 평가,해양·수산 관련 법령 제·개정안 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2237,2023-03-22,2023,privacy_impact_review,37.0,보건복지 법령 개인정보 침해평가,사회복지·연금·의료 관련 법령 개정안의 개인정보 침해요인 평가,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2239,2023-03-22,2023,privacy_impact_review,5.0,원자력·방사선 법령 개인정보 평가,원자력안전·방사선 관련 법령 제·개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2241,2023-03-22,2023,privacy_impact_review,32.0,에너지·전력 법령 개인정보 침해평가,전력·가스·신재생 등 에너지 분야 법령안 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2243,2023-03-22,2023,privacy_impact_review,-1.0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2245,2023-03-22,2023,privacy_impact_review,6.0,금융 법령 개인정보 침해평가,금융·신용 분야 법령 개정안의 개인정보 침해요인 평가 결정,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2247,2023-03-22,2023,privacy_impact_review,-1.0,,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2249,2023-03-22,2023,privacy_impact_review,6.0,금융 법령 개인정보 침해평가,금융·신용 분야 법령 개정안의 개인정보 침해요인 평가 결정,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
225,2019-02-25,2019,other,7.0,공공기관 CCTV 영상정보 목적외 이용·제공,행정·치안 목적 공공 영상정보처리기기 운영 및 제3자 제공 적법성,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2251,2023-03-22,2023,privacy_impact_review,32.0,에너지·전력 법령 개인정보 침해평가,전력·가스·신재생 등 에너지 분야 법령안 개인정보 침해요인 평가,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2253,2023-03-22,2023,privacy_impact_review,33.0,고용·노동 법령 개인정보 침해평가,고용·노동 분야 법령 개정안의 개인정보 침해요인 평가 결과,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2255,2023-03-22,2023,privacy_impact_review,36.0,감염병·보건법령 침해평가,감염병·결핵·에이즈·검역 등 보건법령 개정안 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2257,2023-03-22,2023,privacy_impact_review,16.0,도로교통 법령 개인정보 침해평가,도로교통 관련 법령 제·개정안의 개인정보 침해요인 평가,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2259,2023-03-22,2023,privacy_impact_review,36.0,감염병·보건법령 침해평가,감염병·결핵·에이즈·검역 등 보건법령 개정안 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2261,2023-03-22,2023,privacy_impact_review,44.0,경찰·안보 법령 개인정보 평가,경찰·방첩·사이버안보 관련 법령안의 개인정보 침해요인 평가,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2263,2023-03-22,2023,privacy_impact_review,7.0,지방세·지방재정 법령 개인정보 평가,지방세 및 지방행정 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2265,2023-03-22,2023,privacy_impact_review,4.0,환경 분야 법령 개인정보 침해평가,대기·수질·소음 등 환경 법령 개정안의 개인정보 침해요인 평가,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2267,2023-03-22,2023,privacy_impact_review,4.0,환경 분야 법령 개인정보 침해평가,대기·수질·소음 등 환경 법령 개정안의 개인정보 침해요인 평가,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2269,2023-03-22,2023,privacy_impact_review,4.0,환경 분야 법령 개인정보 침해평가,대기·수질·소음 등 환경 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
227,2019-03-25,2019,complaint_or_interpretation,3.0,공공기관 영상기기 설치 해석,공공기관의 영상정보처리기기 설치·운영 관련 법령해석,0,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2271,2023-03-22,2023,privacy_impact_review,4.0,환경 분야 법령 개인정보 침해평가,대기·수질·소음 등 환경 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2273,2023-03-22,2023,privacy_impact_review,46.0,식·약·위생 법령 개인정보 평가,식품·화장품·위생용품 관련 법령 개정안의 개인정보 침해요인 평가,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2275,2023-03-22,2023,privacy_impact_review,46.0,식·약·위생 법령 개인정보 평가,식품·화장품·위생용품 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2277,2023-03-08,2023,privacy_impact_review,15.0,조세·세무 법령 개인정보 침해평가,국세·관세 등 조세 관련 법령 개정안의 개인정보 침해요인 평가,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2279,2023-03-08,2023,privacy_impact_review,15.0,조세·세무 법령 개인정보 침해평가,국세·관세 등 조세 관련 법령 개정안의 개인정보 침해요인 평가,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2281,2023-03-08,2023,privacy_impact_review,15.0,조세·세무 법령 개인정보 침해평가,국세·관세 등 조세 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2283,2023-03-08,2023,privacy_impact_review,15.0,조세·세무 법령 개인정보 침해평가,국세·관세 등 조세 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2285,2023-03-08,2023,privacy_impact_review,15.0,조세·세무 법령 개인정보 침해평가,국세·관세 등 조세 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2287,2023-03-08,2023,privacy_impact_review,15.0,조세·세무 법령 개인정보 침해평가,국세·관세 등 조세 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2289,2023-03-08,2023,privacy_impact_review,15.0,조세·세무 법령 개인정보 침해평가,국세·관세 등 조세 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
229,2019-04-08,2019,data_provision_request,1.0,공공기관 간 개인정보 제공,목적 외 이용·CCTV 제공 요청 심의 사례,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
2291,2023-03-08,2023,privacy_impact_review,15.0,조세·세무 법령 개인정보 침해평가,국세·관세 등 조세 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2293,2023-03-08,2023,privacy_impact_review,15.0,조세·세무 법령 개인정보 침해평가,국세·관세 등 조세 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2295,2023-03-08,2023,privacy_impact_review,15.0,조세·세무 법령 개인정보 침해평가,국세·관세 등 조세 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2297,2023-03-08,2023,privacy_impact_review,15.0,조세·세무 법령 개인정보 침해평가,국세·관세 등 조세 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2299,2023-03-08,2023,privacy_impact_review,15.0,조세·세무 법령 개인정보 침해평가,국세·관세 등 조세 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23,2022-04-13,2022,privacy_impact_review,42.0,법무·사법 법령 침해평가,사법·수사·교정 분야 법령안 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
