decision_id,cluster_id,document_category,decision_date,title,applicant,sanction_strength,sanction_types,monetary_amount,case_type,violated_articles
1327,13,privacy_impact_review,2020-09-09,「기계설비법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가 결과,국토교통부장관,1,개선권고,,,
1329,6,other,2020-01-13,광주시의 재난관리 업무를 위한 CCTV 영상정보 이용에 관한 건,광주시장,0,,,유출·침해;목적 외 이용;영상정보 처리,제10조;제13조;제18조;제2조;제3조;제4조;제8조;제9조
133,6,other,2018-11-12,연금ㆍ보험급여 업무를 위한 경찰청의 교통사고 정보 제공에 관한 건,경찰청장,0,,,유출·침해;목적 외 이용;민감정보·고유식별정보;처리위탁;정보주체 권리보장,제109조의3;제11조;제123조;제18조;제24조의2;제31조;제32조;제37조;제54조;제58조;제61조;제69조의2;제79조;제81조;제96조
1331,6,complaint_or_interpretation,2020-02-10,한국도로공사의 적재중량 초과 차량정보 처리 관련 법령해석에 관한 건,한국도로공사 사장,0,,,유출·침해;영상정보 처리;정보주체 권리보장,제18조;제22조;제25조;제39조;제77조;제79조
1333,6,complaint_or_interpretation,2020-02-24,국회 인사청문회를 위한 개인정보 제공 관련 법령해석에 관한 건,○○○ 국회의원,0,,,유출·침해;동의·고지 위반;목적 외 이용;민감정보·고유식별정보;정보주체 권리보장,제10조의2;제128조;제12조;제14조;제18조;제1조;제23조;제2조;제31조의2;제4조;제5조;제65조의2;제8조
1335,7,privacy_impact_review,2020-09-09,「보호관찰 등에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가 결과,법무부장관,0,,,,
1337,6,data_provision_request,2020-03-23,소방청의 119구급활동을 위한 의료기관 등 보유 개인정보 제공 요청에 관한 건,소방청장,0,,,목적 외 이용,제11조;제13조;제15조;제17조;제18조;제23조;제23조의2;제25조의2;제2조;제30조;제3조;제6조
1339,6,data_provision_request,2020-06-22,인천광역시의 취약계층 연료비 지원사업을 위한 관내 구ㆍ군 보유 개인정보 제공 요청에 관한 건,인천광역시장,0,,,목적 외 이용,제18조;제22조;제22조의4;제4조
1341,6,complaint_or_interpretation,2020-06-08,성동구의 개인영상정보 열람요구 관련 법령해석에 관한 건,성동구청장,0,,,유출·침해;동의·고지 위반;목적 외 이용;영상정보 처리;정보주체 권리보장,제13조;제16조;제18조;제25조;제47조
1343,6,other,2020-07-13,복무기관의 사회복무요원 복무관리 등을 위한 지방병무청 보유 민감정보 제공에 관한 건,병무청장,0,,,유출·침해;동의·고지 위반;목적 외 이용;민감정보·고유식별정보,제11조;제12조;제136조;제14조;제157조;제15조;제165조;제18조;제23조;제26조;제2조;제31조;제31조의2;제33조;제3조;제3조의2;제40조;제47조의3;제53조;제89조의2;제89조의3
1345,6,other,2020-05-25,국토교통부의 운행정지명령 대상 자동차 단속 지원을 위한 지방자치단체 보유 운행정보 제공 요청에 관한 건,국토교통부장관,0,,,유출·침해;목적 외 이용;영상정보 처리,제13조;제15조;제17조;제18조;제24조의2;제2조;제4조;제72조의2
1347,6,data_provision_request,2020-04-13,경기도의 소비자피해보상금 지급 안내를 위한 은행 등 보유 개인정보 제공 요청에 관한 건,경기도지사,0,,,목적 외 이용,제17조;제18조;제27조
1349,6,data_provision_request,2019-05-27,천안시시설관리공단의 공원주차장 사용료 감면을 위한 차량등록사업소 보유 개인정보 제공 요청에 관한 건,천안시시설관리공단이사장,0,,,목적 외 이용,제14조;제16조;제18조;제19조;제20조;제40조;제76조;제8조
135,11,other,2014-12-22,"「특정범죄신고자 등 보호법 시행규칙」 별지 제2호, 제3호, 제8호, 제11호, 제13호 내지 제15호 서식에 대한 개선의견 심의ㆍ의결 건",행정자치부장관,0,,,안전조치 미흡;민감정보·고유식별정보,제12조;제15조;제16조;제3조;제4조;제8조
1351,6,other,2020-04-27,국가과학기술연구회의 출연연구기관 간 협동연구와 행정업무 협업을 위한 개인정보 처리에 관한 건,국가과학기술연구회 이사장,0,,,유출·침해;목적 외 이용,제15조;제17조;제18조;제19조;제21조
1353,6,other,2020-06-08,김포시 통진읍의 장애 정도 재판정 업무를 위한 인천출입국ㆍ외국인청 보유 출입국기록 제공에 관한 건,인천출입국ㆍ외국인청장,0,,,유출·침해;목적 외 이용,제18조;제2조;제32조;제7조
1355,6,other,2020-04-27,대구광역시 중구의회의 의정활동을 위한 대구광역시 중구 보유 산하단체 임원 채용자료 제공에 관한 건,대구광역시 중구청장,0,,,유출·침해;동의·고지 위반;목적 외 이용,제128조;제18조;제40조;제42조;제66조의2;제71조
1357,6,other,2020-05-25,학교폭력대책심의위원회의 영상정보 열람 관련 법령 해석에 관한 건,행정안전부장관,0,,,유출·침해;동의·고지 위반;목적 외 이용;영상정보 처리;정보주체 권리보장,제12조;제16조;제17조;제18조;제21조;제33조
1359,6,enforcement,2020-06-22,강남구의 동물보호법 위반 과태료 부과를 위한 통합관제센터 영상정보 이용에 관한 건,강남구청장,0,,,유출·침해;목적 외 이용;안전조치 미흡;영상정보 처리,제13조;제13조의2;제13조의3;제18조;제20조;제47조
1361,6,other,2019-05-27,태아초음파 동영상 관련 ○○법원 사실조회에 관한 건,○○법원장,0,,,유출·침해;목적 외 이용;제3자 제공;보유기간·파기 위반;처리위탁;정보주체 권리보장,제10조;제26조;제294조;제2조;제3조;제75조
1363,6,other,2020-05-25,경찰청의 재난안전통신망 단말기를 이용한 개인정보 수집에 관한 건,경찰청장,0,,,유출·침해;영상정보 처리,제15조;제2조;제34조;제34조의8;제5조;제6조
1365,6,data_provision_request,2019-05-13,교육청의 유치원 취학 수요조사를 위한 지방자치단체 보유 개인정보 제공 요청에 관한 건,교육부장관,0,,,목적 외 이용,제17조;제17조의2;제18조;제8조;제9조의2
1367,6,other,2020-03-09,경륜ㆍ경정사업자의 승자투표권 구매 제한을 위한 개인정보 처리에 관한 건,"서울올림픽기념국민체육진흥공단 이사장, 부산지방공단스포원이사장, 창원경륜공단이사장",0,,,유출·침해;목적 외 이용;처리위탁,제10조;제12조;제18조;제19조;제20조;제21조;제25조;제28조;제2조;제4조;제5조
1369,6,other,2020-06-08,제주특별자치도 자치경찰단의 공공안전서비스 구축을 위한 블랙박스 영상정보 처리에 관한 건,제주특별자치도지사,0,,,유출·침해;동의·고지 위반;영상정보 처리;처리위탁,제15조;제25조;제26조;제2조;제8조
137,3,privacy_impact_review,2021-10-13,「평생교육법 시행령」 일부개정안에 대한 개인정보 침해요인 평가 결과,교육부장관,0,,,,
1371,6,other,2020-05-11,지방자치단체의 보훈혜택 지원 업무를 위한 국가보훈처 보유 국가보훈대상자 정보 제공에 관한 건,국가보훈처장,0,,,민감정보·고유식별정보,제102조의2;제15조;제17조;제18조;제19조;제24조의2;제3조;제40조의2;제60조의2
1373,6,other,2020-05-25,지역책임부대의 경계태세 발령이전 위기상황 대응을 위한 지방자치단체 보유 통합관제센터 영상정보 제공에 관한 건,여주시장,0,,,유출·침해;목적 외 이용;영상정보 처리,제11조;제18조;제58조
1375,6,enforcement,2019-06-10,고양시의 관외택시 불법 영업행위 단속을 위한 영상정보 처리에 관한 건,고양시장,0,,,유출·침해;동의·고지 위반;목적 외 이용;영상정보 처리,제108조;제18조;제25조;제37조;제42조;제75조;제85조;제88조;제9조
1377,6,complaint_or_interpretation,2019-06-10,한국도로공사 전북본부의 좌석안전띠 착용 검지 목적의 영상정보처리기기 설치에 대한 법령해석에 관한 건,한국도로공사 사장,0,,,영상정보 처리,제25조
1379,6,other,2019-05-27,경산시 선거관리위원회의 위탁선거 위반행위 조사를 위한 경산시 보유 영상정보 제공에 관한 건,경산시장,0,,,유출·침해;동의·고지 위반;목적 외 이용;제3자 제공;영상정보 처리;처리위탁,제18조;제3조;제73조;제7조
1381,11,enforcement,2019-06-24,행정안전부의 개인정보보호 행정처분 결과 공표에 관한 건,행정안전부장관,0,,,유출·침해,제15조;제17조;제21조;제22조;제24조;제24조의2;제26조;제29조;제61조;제66조;제75조
1383,6,data_provision_request,2019-07-08,주택용 소방시설 무상보급을 위한 개인정보 제공 요청에 관한 건,소방청장,0,,,목적 외 이용,제18조;제23조;제27조의2;제2조;제3조;제4조;제5조;제6조;제8조
1385,11,other,2019-04-22,법원 경매개시결정문 중 당사자 표시의 보호법 위반여부,,1,개선권고,,유출·침해,
1387,6,other,2019-09-09,국회 국정감사 등을 위한 소방청 보유 119신고자 정보 제공에 관한 건,소방청장,0,,,유출·침해;동의·고지 위반;목적 외 이용;안전조치 미흡;보유기간·파기 위반,제128조;제15조;제18조;제19조;제21조;제29조;제2조;제34조;제3조;제8조
1389,6,complaint_or_interpretation,2019-07-22,은평구의 개인영상정보 열람요구 거절 관련 법령해석에 관한 건,은평구청장,0,,,유출·침해;영상정보 처리;정보주체 권리보장,제10조;제25조;제35조;제3조;제44조;제46조;제4조
139,6,other,2018-12-10,유실물을 찾기 위한 충청남도 청양군 보유 개인영상정보 제공에 관한 건,충청남도 청양군수,0,,,유출·침해;동의·고지 위반;목적 외 이용;영상정보 처리;정보주체 권리보장,제18조;제34조
1391,6,complaint_or_interpretation,2019-06-24,부산광역시의 영상정보처리기기 설치 목적 추가를 위한 법령해석에 관한 건,부산광역시장,0,,,영상정보 처리,제14조;제18조;제23조;제25조;제2조;제31조;제38조;제42조
1393,6,other,2019-09-09,경찰청의 외국인 보호조치를 위한 법무부 보유 신원확인정보 제공 요청에 관한 건,경찰청장,0,,,동의·고지 위반,제15조;제17조;제18조;제34조;제4조;제6조;제8조
1395,6,other,2019-06-10,국회 국정감사 등을 위한 인사혁신처 보유 순직공무원 정보 제공에 관한 건,인사혁신처장,0,,,유출·침해;동의·고지 위반;목적 외 이용;안전조치 미흡;보유기간·파기 위반;민감정보·고유식별정보,제10조;제128조;제18조;제19조;제21조;제23조;제2조;제5조
1397,6,data_provision_request,2019-06-10,서울보증보험㈜의 대출보증을 위한 국토교통부 보유 개인정보 제공에 관한 건,국토교통부장관,0,,,목적 외 이용,제15조;제18조;제22조;제26조;제45조;제4조;제7조
1399,6,complaint_or_interpretation,2019-09-09,광주광역시 동구의 주ㆍ정차 관련 민원업무를 위한 개인정보 이용에 관한 건,광주광역시 동구청장,0,,,유출·침해;목적 외 이용,제147조;제17조;제18조;제2조;제32조;제33조;제34조;제35조;제4조;제77조;제86조
1401,6,other,2019-05-27,성북구 보건소의 식품접객업소 불법행위 확인을 위한 영상정보 처리에 관한 건,성북구 보건소장,0,,,유출·침해;동의·고지 위반;목적 외 이용;영상정보 처리,제11조;제13조;제15조;제18조;제22조;제2조;제3조;제41조;제44조;제45조;제5조;제75조;제9조
1403,6,enforcement,2019-11-11,부천시의 자동차 정기검사 이행 촉구를 위한 개인정보 이용에 관한 건,부천시장,0,,,유출·침해;동의·고지 위반;목적 외 이용,제16조;제18조;제23조;제37조;제84조
1405,6,other,2019-11-11,남해군의 이장 행정지원 업무 등을 위한 토지대장 발급ㆍ배부에 관한 건,남해군수,0,,,유출·침해;목적 외 이용;정보주체 권리보장,제18조;제1조;제2조;제4조의2;제75조;제81조
1407,6,complaint_or_interpretation,2019-11-11,경찰관의 개인정보 사적 이용행위 관련 법령해석에 관한 건,전라북도지방경찰청장,0,,,유출·침해;동의·고지 위반;목적 외 이용;처리위탁,제18조;제28조;제2조;제3조;제59조;제71조;제72조;제98조
1409,6,data_provision_request,2019-07-22,지역책임부대의 통합방위사태 대응 등을 위한 지방자치단체 보유 통합관제센터 영상정보 제공 요청에 관한 건,제53보병사단장,0,,,영상정보 처리,제11조;제14조;제18조;제20조;제2조;제3조;제58조;제5조
141,6,other,2018-11-26,포천세무서의 세무조사를 위한 양주출입국ㆍ외국인사무소 보유 외국인등록정보 제공에 관한 건,포천세무서장,0,,,유출·침해;목적 외 이용;민감정보·고유식별정보,제15조;제18조;제24조;제31조;제68조;제7조;제81조의6;제84조
1411,6,other,2019-12-09,○○지방국세청의 국세징수업무를 위한 ○○시 보유 영상정보 제공에 관한 건,○○시장,0,,,유출·침해;목적 외 이용;영상정보 처리;정보주체 권리보장,제15조;제18조;제24조;제26조;제27조;제34조;제38조
1413,6,other,2019-09-23,김포시의 주택용 소방시설 무상보급을 위한 개인정보 이용에 관한 건,김포시장,0,,,유출·침해;목적 외 이용;민감정보·고유식별정보,제18조;제23조;제2조;제3조;제4조;제8조
1415,6,complaint_or_interpretation,2019-09-23,자동차등록번호 제공 관련 법령해석에 관한 건,㈜○○○,0,,,동의·고지 위반;제3자 제공;민감정보·고유식별정보,제10조;제15조;제17조;제27조;제2조;제31조;제5조;제69조;제7조
1417,6,other,2019-08-26,한국주택금융공사의 주택담보노후연금보증 사후관리를 위한 법무부 보유 거주지 정보 제공 요청에 관한 건,한국주택금융공사사장,0,,,유출·침해;목적 외 이용,제18조;제22조;제28조의2;제43조의3;제64조
1419,6,data_provision_request,2019-09-23,울산광역시발달장애인지원센터의 발달장애인 복지지원정보 안내를 위한 울산시 관내 구ㆍ군 보유 개인정보 제공 요청에 관한 건,한국장애인개발원,0,,,목적 외 이용,제17조;제18조;제19조;제23조;제34조
1421,6,data_provision_request,2019-10-28,경찰청의 운전면허 수시 적성검사를 위한 국민건강보험공단 보유 치매질환자 개인정보 제공에 관한 건,국민건강보험공단 이사장,0,,,목적 외 이용,제15조;제23조;제24조의2;제58조;제7조;제80조;제86조;제87조의3;제88조;제89조;제93조
1423,6,other,2019-11-25,고령층 금융상품 계약시 지정인 알림서비스를 위한 개인정보 처리에 관한 건,금융위원회위원장,0,,,동의·고지 위반;민감정보·고유식별정보,제15조;제2조
1425,6,enforcement,2019-10-14,경상남도의 자동차 운행제한 단속시스템 구축을 위한 시ㆍ군 보유 CCTV 영상정보 처리에 관한 건,경상남도지사,0,,,영상정보 처리;처리위탁,제15조;제16조;제17조;제18조;제19조;제23조;제25조;제31조;제38조
1427,6,data_provision_request,2019-10-14,○○○항공의 항공기 관리업무를 위한 인천국제공항공사 보유 CCTV 영상정보 제공 요청에 관한 건,○○○항공 대표이사,0,,,영상정보 처리,제17조;제18조;제257조;제90조;제91조;제92조
1429,6,data_provision_request,2019-11-11,대구광역시 중구의회의 의정활동을 위한 대구광역시 중구 보유 개인정보 제공에 관한 건,대구광역시 중구청장,0,,,목적 외 이용,제15조;제17조;제18조;제21조;제23조;제2조;제3조;제40조;제41조;제45조
143,6,other,2018-11-26,한국마사회의 직원 개인정보 제공 관련 법령 해석에 관한 건,경기도남부지방경찰청장,0,,,유출·침해;목적 외 이용,제15조;제18조;제23조;제28조;제3조
1431,6,data_provision_request,2019-10-28,경기도의 소비자피해보상금 지급 안내를 위한 은행 등 보유 개인정보 제공 요청에 관한 건,경기도지사,0,,,목적 외 이용,제17조;제18조;제27조;제5조;제6조
1433,7,privacy_impact_review,2019-03-11,「개인정보 보호법」 일부개정안 (의안번호 18562) 의견 조회에 관한 건,행정안전부장관,0,,,,
1435,6,complaint_or_interpretation,2019-05-27,평택시의 「찾아가는 생활민원SOS 서비스」 안내를 위한 개인정보 이용에 관한 건,평택시장,0,,,유출·침해;목적 외 이용,제18조;제3조;제8조;제9조
1437,6,data_provision_request,2019-08-26,공주시 보건소의 대상포진 예방접종 업무를 위한 공주시 보유 개인정보 제공 요청에 관한 건,공주시 보건소장,0,,,목적 외 이용,제11조;제18조;제24조의2;제26조의2;제33조의2
1439,7,privacy_impact_review,2019-05-13,「개인정보 보호법」 일부개정안 (의안번호 19362) 의견 조회에 관한 건,행정안전부장관,0,,,,
1441,6,data_provision_request,2019-02-11,중앙행정기관의 제품 사고조사를 위한 한국소비자원 보유 개인정보 제공 요청에 관한 건,국가기술표준원장,0,,,목적 외 이용,제15조;제17조;제23조;제2조;제39조;제52조
1443,7,privacy_impact_review,2019-05-13,「개인정보 보호법」 일부개정안 (의안번호 19415) 의견 조회에 관한 건,행정안전부장관,0,,,,
1445,3,privacy_impact_review,2022-03-10,「지방세징수법 시행령」 일부개정안에 대한 개인정보 침해요인 평가 결과,행정안전부장관,0,,,,
1447,17,privacy_impact_review,2022-04-27,「영유아보육법 시행령」 일부개정안에 대한 개인정보 침해요인 평가 결과,보건복지부장관,1,개선권고,,,제26조의3
1449,6,data_provision_request,2019-03-25,공법보훈단체의 회원관리 등 업무를 위한 국가보훈처 보유개인정보 제공에 관한 건,국가보훈처장,0,,,목적 외 이용,제16조;제18조;제2조
145,6,other,2018-12-10,관세청의 총포류 불법반입 차단을 위한 경찰청 보유 총포류 소지허가자 정보 제공에 관한 건,관세청장,0,,,유출·침해;목적 외 이용,제18조;제226조;제246조;제27조;제7조;제8조의2
1451,11,privacy_impact_review,2022-04-13,「소방의 화재조사에 관한 법률 시행규칙」 제정안에 대한 개인정보 침해요인 평가 결과,소방청장,1,개선권고,,,제13조;제14조;제36조
1453,7,privacy_impact_review,2019-05-27,「개인정보 보호법」 일부개정안 (의안번호 18103) 의견 조회에 관한 건,행정안전부장관,0,,,,
1455,7,privacy_impact_review,2019-09-09,「개인정보 보호법」 일부개정안 (의안번호 21668) 의견 조회에 관한 건,행정안전부장관,0,,,,
1457,7,privacy_impact_review,2019-08-12,「개인정보 보호법」 일부개정안 (의안번호 20978) 의견 조회에 관한 건,행정안전부장관,0,,,,
1459,2,enforcement,2022-04-27,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : )대표자,4,과태료,6000000.0,유출·침해;동의·고지 위반,제11조;제26조;제28조의3;제2조;제3조;제6조;제74조;제76조;제7조;제8조
1461,15,enforcement,2022-04-27,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,,4,과태료,1000000.0,유출·침해;동의·고지 위반;목적 외 이용;제3자 제공;안전조치 미흡;영상정보 처리;아동 개인정보;민감정보·고유식별정보;처리위탁,제12조의2;제17조;제23조;제25조;제26조;제28조;제2조;제32조;제3조;제40조;제63조;제6조;제75조;제7조;제8조
1463,7,privacy_impact_review,2021-10-21,「보호관찰등에 관한 법률 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,법무부장관,0,,,,
1465,15,enforcement,2022-04-27,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : )대표자,4,과태료;시정명령;공표명령,10000000.0,유출·침해;동의·고지 위반;민감정보·고유식별정보;정보주체 권리보장,제14조의2;제23조의2;제23조의3;제27조의3;제2조;제3조;제64조;제66조;제6조;제74조;제75조;제76조;제7조;제8조
1467,11,data_provision_request,2022-04-27,수원시 도로교통관리사업소의 자동차 의무보험 가입촉구를 위한 보험개발원 보유 개인정보 제공에 관한 건,수원시 도로교통관리사업소,0,,,목적 외 이용,
1469,3,privacy_impact_review,2022-07-13,「해양경찰 수사에 관한 인권보호 규칙」 제정안에 대한 개인정보 침해요인 평가 결과,해양경찰청장,0,,,,
147,16,privacy_impact_review,2021-10-13,「문학진흥법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,문화체육관광부장관,0,,,,
1471,15,enforcement,2022-05-11,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : ),4,과징금;과태료;시정명령;공표명령,10000000.0,유출·침해;동의·고지 위반;안전조치 미흡;정보주체 권리보장,제15조;제28조;제2조;제3조;제4조;제5조;제64조;제64조의3;제66조;제69조의2;제6조;제74조;제76조;제7조;제8조
1473,15,enforcement,2022-05-11,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : ),4,과징금;과태료;시정명령;공표명령,6000000.0,유출·침해;동의·고지 위반;안전조치 미흡;접근권한·내부통제;정보주체 권리보장,제29조;제2조;제39조의15;제48조의11;제48조의2;제4조;제5조;제63조;제64조;제66조;제6조;제75조;제7조;제8조
1475,15,enforcement,2022-05-11,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : ),4,과태료;시정명령;공표명령,10000000.0,유출·침해;동의·고지 위반;안전조치 미흡;정보주체 권리보장,제14조의2;제15조;제27조의3;제28조;제2조;제3조;제4조;제64조;제66조;제6조;제74조;제75조;제76조;제7조;제8조
1479,2,enforcement,2022-04-27,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : )대표자,4,과태료;시정명령,10000000.0,유출·침해;동의·고지 위반,제14조의2;제27조의3;제2조;제3조;제64조;제6조;제74조;제76조;제7조;제8조
1481,15,enforcement,2022-05-11,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : ),4,과태료;시정명령,6000000.0,유출·침해;동의·고지 위반;안전조치 미흡;접근권한·내부통제,제29조;제48조의2;제4조;제5조;제63조;제64조;제75조;제7조;제8조;제9조
1483,2,enforcement,2022-04-27,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : )대표자,4,과태료;시정명령;공표명령,6000000.0,유출·침해;동의·고지 위반;민감정보·고유식별정보;정보주체 권리보장,제2조;제39조의4;제48조의4;제63조;제64조;제66조;제75조;제7조;제8조
1485,16,privacy_impact_review,2022-07-13,「콘텐츠산업 진흥법 시행령」 일부개정안에 대한 개인보 침해요인 평가 결과,문화체육관광부장관,0,,,,
1487,7,privacy_impact_review,2022-07-13,「군무원인사법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,국방부장관,0,,,,
149,6,data_provision_request,2018-11-26,육군본부의 무공훈장 찾아주기 사업을 위한 국가보훈처 보유 개인정보 제공에 관한 건,국가보훈처장,0,,,목적 외 이용,제13조;제18조;제21조;제23조;제29조;제33조
1491,2,enforcement,2022-05-11,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,주식회사 (사업자등록번호 : ),4,과태료;공표명령,3600000.0,유출·침해;동의·고지 위반;안전조치 미흡,제29조;제2조;제3조;제48조의2;제63조;제66조;제6조;제75조;제7조;제8조
1495,7,privacy_impact_review,2022-07-13,「교육공무원 인사기록 및 인사사무 처리 규칙」일부개정안에 대한 개인정보 침해요인 평가 결과,교육부장관,1,개선권고,,,
1497,9,privacy_impact_review,2022-07-13,「대기환경보전법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,환경부장관,0,,,,
1499,9,privacy_impact_review,2022-07-13,「자연공원법 시행령」 일부개정안에 대한 개인정보 침해요인 평가 결과,환경부장관,0,,,,
15,3,privacy_impact_review,2022-04-27,「지방자치단체 보조금 관리에 관한 법률」 일부개정법률안에 대한 개인정보 침해요인 평가 결과,행정안전부장관,0,,,,
1501,14,privacy_impact_review,2022-07-13,「해양이용영향평가법」 제정안에 대한 개인정보 침해요인 평가 결과,해양수산부장관,0,,,,
1503,7,privacy_impact_review,2022-07-13,「전기안전관리법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,산업통상자원부,0,,,,
1505,12,privacy_impact_review,2022-07-13,「구직자 취업촉진 및 생활안정지원에 관한 법률」 일부개정안에 대한 개인정보 침해요인 평가 결과,고용노동부,0,,,,
1507,13,privacy_impact_review,2022-07-13,「화물자동차 운수사업법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,국토교통부장관,0,,,,
1509,13,privacy_impact_review,2022-07-13,「자동차종합검사의 시행 등에 관한 규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,국토교통부장관,0,,,,
151,3,privacy_impact_review,2021-10-13,「자본시장과 금융투자업에 관한 법률 시행령」 일부개정안에 대한 개인정보 침해요인 평가 결과,금융위원회위원장,1,개선권고,,,제73조
1511,13,privacy_impact_review,2022-07-13,「자동차관리법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,국토교통부장관,1,개선권고,,,
1513,11,other,2022-07-13,용인도시공사의 용인시주차장 미납주차요금 징수를 위한 용인시 보유 개인정보 이용에 관한 건,용인도시공사 사장,0,,,,
1515,3,privacy_impact_review,2022-07-27,「군용비행장ㆍ군사격장 소음 방지 및 피해 보상에 관한 법률 시행령」 일부개정안에 대한 개인정보 침해요인 평가 결과,국방부장관,1,개선권고,,,제13조;제14조;제15조;제16조
1517,3,privacy_impact_review,2022-07-27,「국세징수법」 일부개정법률안에 대한 개인정보 침해요인 평가 결과,기획재정부장관,0,,,,
1519,12,privacy_impact_review,2022-07-27,「숙련기술장려법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,고용노동부장관,0,,,,
1521,7,privacy_impact_review,2022-07-27,「기초연구진흥 및 기술개발지원에 관한 법률 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,과학기술정보통신부,0,,,,
1523,7,privacy_impact_review,2022-07-27,「청원경찰법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,경찰청장,0,,,,
1525,17,privacy_impact_review,2022-07-27,「의료 해외진출 및 외국인환자 유치 지원에 관한 법률 시행령」 일부개정안에 대한 개인정보 침해요인 평가 결과,보건복지부장관,0,,,,
1527,16,privacy_impact_review,2022-07-27,「예술인의 지위와 권리의 보장에 관한 법률 시행규칙」 제정안에 대한 개인정보 침해요인 평가 결과,문화체육관광부장관,0,,,,
1529,11,data_provision_request,2022-06-08,여성가족부의 양육비 채무자 출국금지 요청 업무를 위한법무부 보유 개인정보 제공 요청에 관한 건,여성가족부장관,0,,,목적 외 이용,
153,6,data_provision_request,2018-11-26,경기도 연천군의 쓰레기 불법투기 단속을 위한 군부대 보유 개인정보 제공에관한 건,경기도 연천군수,0,,,영상정보 처리,제18조;제22조;제2조;제39조;제68조;제8조;제9조
1531,7,privacy_impact_review,2022-07-27,「국가연구개발혁신법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,과학기술정보통신부장관,0,,,,
1533,16,privacy_impact_review,2022-07-27,「예술인의 지위와 권리의 보장에 관한 법률 시행령」 제정안에 대한 개인정보 침해요인 평가 결과,문화체육관광부장관,0,,,,
1535,17,privacy_impact_review,2022-07-27,「국민건강보험법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,보건복지부장관,0,,,,
1537,0,data_provision_request,2022-06-22,국가보훈처의 국가유공자 등 약제비 지원을 위한국민건강보험공단 보유 개인정보 제공요청에 관한 건,국가보훈처장,0,,,목적 외 이용,
1539,7,privacy_impact_review,2022-07-27,「청소년활동 진흥법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,여성가족부장관,1,개선권고,,,
1541,3,privacy_impact_review,2022-07-27,「청소년활동 진흥법 시행령」 일부개정안에 대한 개인정보 침해요인 평가 결과,여성가족부장관,0,,,,
1543,17,privacy_impact_review,2022-07-27,「국민건강보험법 시행령」 일부개정안에 대한 개인정보 침해요인 평가 결과,보건복지부장관,0,,,,
1545,11,other,2022-06-22,포천도시공사의 관광지 시설사용료 면제를 위한 포천시 보유 개인정보 처리에 관한 건,포천시장,0,,,처리위탁,
1547,13,privacy_impact_review,2022-08-10,「공공주택 특별법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,국토교통부장관,0,,,,
1549,17,privacy_impact_review,2022-08-10,「의료 해외진출 및 외국인환자 유치 지원에 관한 법률 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,보건복지부장관,1,개선권고,,,
155,6,other,2018-12-10,경기도 구리시의 노후경유자동차 운행제한제도 안내를 위한 구리농수산물공사보유 차량번호 제공에 관한 건,경기도지사,0,,,유출·침해;목적 외 이용,제18조;제21조;제28조의2;제46조;제50조
1551,7,privacy_impact_review,2022-08-10,「생활주변방사선 안전관리법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,원자력안전위원회위원장,0,,,,
1553,7,privacy_impact_review,2022-08-10,「산림복지 진흥에 관한 법률 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,산림청장,0,,,,
1555,7,privacy_impact_review,2022-08-10,「도로교통법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,경찰청장,0,,,,
1557,17,privacy_impact_review,2022-08-10,「국민영양관리법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,보건복지부장관,0,,,,
